sample_origin,repo,test_id,framework,line,name,raw_code,assertion_chain_index,assertion_chain_length,chain_matcher_sequence_json,assertion_matcher,assertion_semantic_matcher_ast,assertion_subject_kind,assertion_subject_root_ast,assertion_subject_path_json,assertion_subject_text_ast,assertion_subject_semantic_role_ast,assertion_callback_intent_hint_ast,is_negated_assertion,promise_modifier,is_soft_assertion,is_grouped_assertion,assertion_group_kind,assertion_chain_raw_code,assertion_framework_context,assertion_library_syntax,verification_intent,verification_intent_final,verification_intent_evidence_basis,verification_intent_matched_signal,manual_chain_ok,manual_matcher_ok,manual_notes
,JsDaddy/ngx-mask,da87e4ae535d8d9cf97a37c10d7977e3,Cypress,206,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
  ","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 15)
            .should('have.value', '+7 (123) 456-78__')
...",12,13,"[""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,should,"[""should"",""should"",""type"",""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            ",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 15)
            .should('have.value', '+7 (123) 456-78__')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 14)
            .should('have.value', '+7 (123) 456-7___')
            .type('{backspace}')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 12)
            .should('have.value', '+7 (123) 456-____')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 11)
            .should('have.value', '+7 (123) 45_-____')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 10)
            .should('have.value', '+7 (123) 4__-____')
            .type('{backspace}')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '+7 (123) ___-____')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '+7 (12_) ___-____')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 5)
            .should('have.value', '+7 (1__) ___-____')
            .",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,UI5/webcomponents,cc34338b20b1f9e8cbfeaae1c8d30fb5,Cypress,159,expect(parseFloat(width as unknown as string)).to.be.closeTo,"expect(parseFloat(width as unknown as string)).to.be.closeTo(expectedWidth, 1)",0,1,"[""closeTo""]",closeTo,,unknown,expect,"[""expect"",""to"",""be"",""closeTo""]","expect(parseFloat(width as unknown as string)).to.be.closeTo(expectedWidth, 1)",style_layout_property,,0,,0,0,none,"expect(parseFloat(width as unknown as string)).to.be.closeTo(expectedWidth, 1)",cypress,jest,style_or_visual_state,style_or_visual_state,ast_assertion_subject_semantic_role,subject_semantic_role:style_layout_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,porsche-design-system/porsche-design-system,00a01ab33126aa88661300f86985a8a2,Playwright,338,expect(fieldset).toHaveJSProperty,"expect(fieldset).toHaveJSProperty('disabled', false)",0,1,"[""toHaveJSProperty""]",toHaveJSProperty,,unknown,fieldset,"[""fieldset""]",fieldset,ui_control_state,,0,,0,1,within,"expect(fieldset).toHaveJSProperty('disabled', false)",playwright,playwright,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:tohavejsproperty,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,BuilderIO/builder,c813cab48987430352478df11782a53f,Playwright,248,expect(data.events[0].data.sessionId).toMatch,expect(data.events[0].data.sessionId).toMatch(ID_REGEX),0,1,"[""toMatch""]",toMatch,,unknown,data,"[""data"",""events"",""data"",""sessionId""]",data.events[0].data.sessionId,scalar_property,,0,,0,0,none,expect(data.events[0].data.sessionId).toMatch(ID_REGEX),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,mattermost/mattermost,8e62a714bf20f4f6a74f536dff4bbffa,Playwright,196,expect(sidebarSettings.expandedSection).toMatchAriaSnapshot,"expect(sidebarSettings.expandedSection).toMatchAriaSnapshot({
            name: 'number_of_direct_messages_section.yml',
        })",0,1,"[""toMatchAriaSnapshot""]",toMatchAriaSnapshot,,unknown,sidebarSettings,"[""sidebarSettings"",""expandedSection""]",sidebarSettings.expandedSection,visual_snapshot_api,,0,,0,0,none,"expect(sidebarSettings.expandedSection).toMatchAriaSnapshot({
            name: 'number_of_direct_messages_section.yml',
        })",playwright,playwright,accessibility_compliance,accessibility_compliance,ast_assertion_matcher,matcher:tomatchariasnapshot,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,qwikifiers/qwik-ui,556755c3be79a9164857d5aecd876c57,Playwright,53,expect(page.getByText(/Selected Index/i)).toContainText,expect(page.getByText(/Selected Index/i)).toContainText('0'),0,1,"[""toContainText""]",toContainText,,locator,page,"[""page"",""getByText""]",page.getByText(/Selected Index/i),ui_control_state,,0,,0,0,none,expect(page.getByText(/Selected Index/i)).toContainText('0'),playwright,playwright,content_correctness,content_correctness,ast_assertion_matcher,matcher:tocontaintext;current_text_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,porsche-design-system/porsche-design-system,dd42442f5ede62f29e40cfc017f39d02,Playwright,129,expect(host).toHaveJSProperty,"expect(host).toHaveJSProperty('value', 'b')",0,1,"[""toHaveJSProperty""]",toHaveJSProperty,,unknown,host,"[""host""]",host,scalar_property,,0,,0,0,none,"expect(host).toHaveJSProperty('value', 'b')",playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:scalar_property,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,qwikifiers/qwik-ui,fae98a3ccc2742fe969a6c20aa3ae582,Playwright,364,expect(d.getTab(2)).toBeDisabled,expect(d.getTab(2)).toBeDisabled(),0,1,"[""toBeDisabled""]",toBeDisabled,,unknown,d,"[""d"",""getTab""]",d.getTab(2),ui_control_state,,0,,0,0,none,expect(d.getTab(2)).toBeDisabled(),playwright,playwright,interactive_state,interactive_state,ast_assertion_subject_semantic_role,subject_semantic_role:ui_control_state;matcher:tobedisabled,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,databuddy-analytics/Databuddy,0d41141165950285bdb09b061dbabc26,Playwright,366,expect(payload.should_be_cleared).toBeUndefined,expect(payload.should_be_cleared).toBeUndefined(),0,1,"[""toBeUndefined""]",toBeUndefined,,api,payload,"[""payload"",""should_be_cleared""]",payload.should_be_cleared,api_object_contract,,0,,0,0,none,expect(payload.should_be_cleared).toBeUndefined(),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_path,subject_path:payload.should_be_cleared;matcher:tobeundefined;payload_scalar,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,elizaOS/eliza,9e9539d76533c772eaaceb2c45d021af,Playwright,224,"expect(
      chatBox.x - titlebarBox.x,
      ""Desktop nav should reserve left space for macOS traffic lights"",
    ).toBeGreaterThanOrEqual","expect(
      chatBox.x - titlebarBox.x,
      ""Desktop nav should reserve left space for macOS traffic lights"",
    ).toBeGreaterThanOrEqual(78)",0,1,"[""toBeGreaterThanOrEqual""]",toBeGreaterThanOrEqual,,unknown,,[],chatBox.x - titlebarBox.x,,,0,,0,0,none,"expect(
      chatBox.x - titlebarBox.x,
      ""Desktop nav should reserve left space for macOS traffic lights"",
    ).toBeGreaterThanOrEqual(78)",playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_matcher,matcher:toBeGreaterThanOrEqual,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,dip/cmdk,e5e5b5e4ea4af82a4aed1c474951565f,Playwright,111,"expect(page.locator(`[cmdk-item][aria-selected=""true""]`)).toHaveAttribute","expect(page.locator(`[cmdk-item][aria-selected=""true""]`)).toHaveAttribute('data-value', 'first')",0,1,"[""toHaveAttribute""]",toHaveAttribute,,locator,page,"[""page"",""locator""]","page.locator(`[cmdk-item][aria-selected=""true""]`)",ui_control_state,,0,,0,0,none,"expect(page.locator(`[cmdk-item][aria-selected=""true""]`)).toHaveAttribute('data-value', 'first')",playwright,playwright,accessibility_compliance,accessibility_compliance,lexical_accessibility_context,matcher:tohaveattribute;accessibility_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,databuddy-analytics/Databuddy,1e37bd934671ef7affe6a13a6561145b,Playwright,89,expect(payload.length).toBeGreaterThanOrEqual,expect(payload.length).toBeGreaterThanOrEqual(2),0,1,"[""toBeGreaterThanOrEqual""]",toBeGreaterThanOrEqual,,api,payload,"[""payload"",""length""]",payload.length,collection_size,,0,,0,0,none,expect(payload.length).toBeGreaterThanOrEqual(2),playwright,playwright,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_path,subject_path:payload.length;matcher:tobegreaterthanorequal;payload_scalar,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,ohcnetwork/care_fe,852678df564633670df232c5a87ac50c,Playwright,200,expect(page).toHaveURL,"expect(page).toHaveURL(
          /\/facility\/[^/]+\/settings\/token_category/,
        )",0,1,"[""toHaveURL""]",toHaveURL,,page,page,"[""page""]",page,api_object_contract,,0,,0,0,none,"expect(page).toHaveURL(
          /\/facility\/[^/]+\/settings\/token_category/,
        )",playwright,playwright,navigation_outcome,navigation_outcome,lexical_navigation_context,location_or_url_subject_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,pierrecomputer/pierre,82cdd51ecf34df39287a05016dcecf8a,Playwright,291,"expect(
        consoleErrors.filter((message) =>
          message.includes('Attempted to synchronously unmount a root')
        )
      ).toEqual","expect(
        consoleErrors.filter((message) =>
          message.includes('Attempted to synchronously unmount a root')
        )
      ).toEqual([])",0,1,"[""toEqual""]",toEqual,,unknown,consoleErrors,"[""consoleErrors"",""filter""]","consoleErrors.filter((message) =>
          message.includes('Attempted to synchronously unmount a root')
        )",text_content_payload,,0,,0,0,none,"expect(
        consoleErrors.filter((message) =>
          message.includes('Attempted to synchronously unmount a root')
        )
      ).toEqual([])",playwright,playwright,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,Adamant-im/adamant-im,57ef1b30cad9931d8ddd34f3b7f31610,Playwright,158,expect(locator).toBeVisible,expect(locator).toBeVisible({ timeout: 12_000 }),0,1,"[""toBeVisible""]",toBeVisible,,locator,locator,"[""locator""]",locator,element_presence,,0,,0,0,none,expect(locator).toBeVisible({ timeout: 12_000 }),playwright,playwright,element_presence,element_presence,ast_assertion_matcher,matcher:tobevisible;presence_over_weak_subject_role,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
