repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
cloudtogo/pageplug,ff28962d425deb521831192702e9537c,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
openobserve/openobserve,502da00a79b539763ef146c41448b552,Playwright,99,page.waitForFunction,"page.waitForFunction(
    () => {
      const dialog = document.querySelector('[data-test=""dialog-box""]');
      if (!dialog) return false;

      // Find the confirm button with data-test attribute inside dialog
      const button = dialog.querySelector('[data-test=""confirm-button""]');
      if (!button) return false;

      // Check if button is stable (has computed style and is not ani...",predicate_or_custom_condition,predicate,helper,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(
    () => {
      const dialog = document.querySelector('[data-test=""dialog-box""]');
      if (!dialog) return false;

      // Find the confirm button with data-test attribute inside dialog
      const button = dialog.querySelector('[data-test=""confirm-button""]');
      if (!button) return false;

      // Check if button is stable (has computed style and is not ani...",false,,,
archestra-ai/archestra,dbfb1d035d8a05e6452771468757afd3,Playwright,92,"expect(async () => {
    attempts++;
    if (attempts > 1) {
      await page.reload();
      await page.waitForLoadState(""domcontentloaded"");
    }
    await expect(locator).toBeVisible({ timeout: 50","expect(async () => {
    attempts++;
    if (attempts > 1) {
      await page.reload();
      await page.waitForLoadState(""domcontentloaded"");
    }
    await expect(locator).toBeVisible({ timeout: 5000 });
    if (checkEnabled) {
      await expect(locator).toBeEnabled({ timeout: 5000 });
    }
  }).toPass({ timeout, intervals })",assertion_retry_wait,assertion,helper,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
    attempts++;
    if (attempts > 1) {
      await page.reload();
      await page.waitForLoadState(""domcontentloaded"");
    }
    await expect(locator).toBeVisible({ timeout: 5000 });
    if (checkEnabled) {
      await expect(locator).toBeEnabled({ timeout: 5000 });
    }
  }).toPass({ timeout, intervals })",false,,,
KittyCAD/modeling-app,646f509e3c768cae60c50ee3f552e3ce,Playwright,122,page.waitForTimeout,page.waitForTimeout(timeout * 10),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(timeout * 10),false,,,
linode/manager,331d4db0340a306be067e25b3e5c94c7,Cypress,783,cy.wait,"cy.wait(['@getConfigs', '@getDisks', '@getLinode', '@getVolumes'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getConfigs', '@getDisks', '@getLinode', '@getVolumes'])",false,,,
super-productivity/super-productivity,57b50e5013f463c3962d43f7d7cbd491,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
openobserve/openobserve,a29be83e44525f945e0dc9737a9a3fe2,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
ValueCell-ai/ClawX,666caf7716e18f9aa920f8d1e818b35f,Playwright,86,app.waitForEvent,"app.waitForEvent('close', { timeout: timeoutMs })",event_wait,event,helper,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"app.waitForEvent('close', { timeout: timeoutMs })",false,,,
cloudtogo/pageplug,c52d469eb6f173f7108ba7ee0e6d0954,Cypress,161,cy.waitUntil,"cy.waitUntil(
          () =>
            cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][1]"")
              .eq(0)
              .contains(""State:"", { timeout: 30000 })
              .should(""exist""),
          {
            errorMsg: ""Execute call did not complete evn after 10 secs"",
            timeout: 20000,
            interval: 1000,
          },
      ...",predicate_or_custom_condition,predicate,test_body,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(
          () =>
            cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][1]"")
              .eq(0)
              .contains(""State:"", { timeout: 30000 })
              .should(""exist""),
          {
            errorMsg: ""Execute call did not complete evn after 10 secs"",
            timeout: 20000,
            interval: 1000,
          },
      ...",false,,,
silevis/reactgrid,cb083fa7a4996f91350b0dac0d1d62e2,Cypress,223,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
payloadcms/payload,5b8106e066f1a7d444ba96a080db8171,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
payloadcms/payload,1472bc1d9a9523b2eae3cf6768f20742,Playwright,1598,"expect(async () => {
        await expect(page.locator('.export-preview table')).toBeVisible()
      }).toPass","expect(async () => {
        await expect(page.locator('.export-preview table')).toBeVisible()
      }).toPass({ timeout: POLL_TOPASS_TIMEOUT })",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
        await expect(page.locator('.export-preview table')).toBeVisible()
      }).toPass({ timeout: POLL_TOPASS_TIMEOUT })",false,,,
BuilderIO/builder,28ee549ef4012f470dc12e20cfd7052b,Playwright,36,page.waitForEvent,"page.waitForEvent(
    'console',
    msg => msg.text().includes(GEN2_SDK_LOADED_MSG) || msg.text().includes(GEN1_SDK_LOADED_MSG)
  )",event_wait,event,helper,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForEvent(
    'console',
    msg => msg.text().includes(GEN2_SDK_LOADED_MSG) || msg.text().includes(GEN1_SDK_LOADED_MSG)
  )",false,,,
appsmithorg/appsmith,30775af5bc547c55cc72721bcaba899a,Cypress,215,cy.location().should,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",false,,,
cloudtogo/pageplug,8febb645d4fd7eebabcd5c795472ac42,Cypress,227,cy.wait,cy.wait(2000),fixed_delay,time,hook,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(2000),false,,,
mattermost/mattermost,70523e4805f7d3b0cd7bf3b598d1ab1b,Cypress,105,cy.postMessage(todayMessage).wait,cy.postMessage(todayMessage).wait(TIMEOUTS.ONE_SEC),fixed_delay,time,hook,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.postMessage(todayMessage).wait(TIMEOUTS.ONE_SEC),false,,,
appsmithorg/appsmith,e8a54889c460b4bd33e4edbc1ff7fcc3,Cypress,79,cy.wait,"cy.wait(""@getWorkspace"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getWorkspace"")",false,,,
otterscan/otterscan,7d2bee191e859dc51aedf3c8ecc1cf17,Cypress,99,txResponse.wait,txResponse.wait(),unresolved_custom_wait,,hook,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,txResponse.wait(),false,,,
multica-ai/multica,ceb4ada437a2fb9fc711be985f8a46cd,Playwright,29,page.waitForURL,"page.waitForURL(""**/issues"", { timeout: 10000 })",navigation_or_load_wait,navigation,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForURL(""**/issues"", { timeout: 10000 })",false,,,
super-productivity/super-productivity,3d3f37b4e012ec35ec530863ffeda459,Playwright,985,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_EXTENDED),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_EXTENDED),false,,,
super-productivity/super-productivity,63e12b83d6931f7c57957417a563fd5b,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
mattermost/mattermost,882b251ffce9da86e9ccc8f5b5c914f1,Cypress,50,cy.wait,"cy.wait(['@customerUpdate', '@subscribe'])",network_wait,network,hook,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@customerUpdate', '@subscribe'])",false,,,
activist-org/activist,f8493c6e535e5ccde9496a22e33b3506,Playwright,178,"page
        .waitForLoadState","page
        .waitForLoadState(""networkidle"", { timeout: 15000 })",navigation_or_load_wait,navigation,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
        .waitForLoadState(""networkidle"", { timeout: 15000 })",false,,,
cloudtogo/pageplug,386ed35cca367cf253bfd5cea3a18d8f,Cypress,965,"cy.get("".multi-select-dropdown"")
    .contains(text)
    .click({ force: true })
    .should","cy.get("".multi-select-dropdown"")
    .contains(text)
    .click({ force: true })
    .should(""have.text"", text)",assertion_retry_wait,assertion,helper,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get("".multi-select-dropdown"")
    .contains(text)
    .click({ force: true })
    .should(""have.text"", text)",false,,,
KittyCAD/modeling-app,bb92f3b466f865b6cad756f42feb97ff,Playwright,115,tronApp.electron.waitForEvent,tronApp.electron.waitForEvent('window'),event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,tronApp.electron.waitForEvent('window'),false,,,
linode/manager,5741ca1d06f7d6a238a35fb39a1874f9,Cypress,452,cy.wait,cy.wait(Array(4).fill('@getMetrics')),network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_fill_alias,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(Array(4).fill('@getMetrics')),false,,,
openobserve/openobserve,4ed2f59e9f483ae96d6a71e350204788,Playwright,69,page.waitForResponse,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",false,,,
live-codes/livecodes,25ff543a6e5344105b274f666ea3a42e,Playwright,6,app.waitForLoadState,app.waitForLoadState(),navigation_or_load_wait,navigation,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,app.waitForLoadState(),false,,,
BuilderIO/builder,d2c7bd4d7be81e0c588be29d5303caca,Playwright,49,cy.wait,cy.wait(customerSignMeIn),unresolved_custom_wait,,test_body,False,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(customerSignMeIn),false,,,
mattermost/mattermost,717ea4aee04c872a66a08f878814b986,Cypress,76,cy.findByText('Manage members').click().wait,cy.findByText('Manage members').click().wait(TIMEOUTS.FIVE_SEC),fixed_delay,time,test_body,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.findByText('Manage members').click().wait(TIMEOUTS.FIVE_SEC),false,,,
payloadcms/payload,2823adf1562dfbe4d8ed2b26b35a3e14,Playwright,23,"expect(async () => {
      await expect(
        page.locator('.autosave:has-text(""Last saved less than a minute ago"")'),
      ).toBeVisible()
    }).toPass","expect(async () => {
      await expect(
        page.locator('.autosave:has-text(""Last saved less than a minute ago"")'),
      ).toBeVisible()
    }).toPass({
      timeout: POLL_TOPASS_TIMEOUT,
    })",assertion_retry_wait,assertion,helper,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
      await expect(
        page.locator('.autosave:has-text(""Last saved less than a minute ago"")'),
      ).toBeVisible()
    }).toPass({
      timeout: POLL_TOPASS_TIMEOUT,
    })",false,,,
