repo,test_id,framework,line,name,raw_code,abstraction_kind,interaction_ownership,reuse_scope,workflow_evidence_basis,manual_abstraction_kind_ok,manual_abstraction_kind_should_be,manual_workflow_evidence_ok,manual_workflow_evidence_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
codex-team/editor.js,b2e38856c5858e24759d040bf86aa778,Cypress,337,cy.createEditor,"cy.createEditor({
      tools: {
        testTool1: TestTune1,
        testTool2: TestTune2,
      },
      tunes: ['testTool1', 'testTool2'],
      data: {
        blocks: [
          {
            type: 'paragraph',
            data: {
              text: 'Hello',
            },
          },
        ],
      },
    })",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.createEditor({
      tools: {
        testTool1: TestTune1,
        testTool2: TestTune2,
      },
      tunes: ['testTool1', 'testTool2'],
      data: {
        blocks: [
          {
            type: 'paragraph',
            data: {
              text: 'Hello',
            },
          },
        ],
      },
    })",false,,,
mattermost/mattermost,02838ac83eed4fd0d97ea36c242c653c,Cypress,35,cy.postMessageAs,"cy.postMessageAs({sender: otherUser, message: `${num} ${getRandomId()}`, channelId: offTopicChannelId})",hook_setup_flow,custom_command_body,unknown,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.postMessageAs({sender: otherUser, message: `${num} ${getRandomId()}`, channelId: offTopicChannelId})",false,,,
cloudtogo/pageplug,03ac1350ce05485dbf99ceecec4c0894,Cypress,299,GenerateCRUDNValidateDeployPage,"GenerateCRUDNValidateDeployPage(
        ""348f344247b0c1a935b1223072ef9d8a"",
        ""CLASSIC TOY TRAIN SET TRACK CARRIAGES LIGHT"" +
          "" ENGINE BOXED BOYS KIDS BATTERY"",
        ""ccf"",
        ""uniq_id"",
      )",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"GenerateCRUDNValidateDeployPage(
        ""348f344247b0c1a935b1223072ef9d8a"",
        ""CLASSIC TOY TRAIN SET TRACK CARRIAGES LIGHT"" +
          "" ENGINE BOXED BOYS KIDS BATTERY"",
        ""ccf"",
        ""uniq_id"",
      )",false,,,
appsmithorg/appsmith,b617422ab5ac8b5a33d9bd31db333fef,Cypress,186,cy.visit,"cy.visit({
    method: ""POST"",
    url: `api/v1/login${redirectUrl ? ""?redirectUrl="" + redirectUrl : """"}`,
    headers: {
      origin: baseURL,
      ""X-Requested-By"": ""Appsmith"",
    },
    followRedirect: true,
    body: {
      username: uname,
      password: pword,
    },
    timeout: 60000,
  })",cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.visit({
    method: ""POST"",
    url: `api/v1/login${redirectUrl ? ""?redirectUrl="" + redirectUrl : """"}`,
    headers: {
      origin: baseURL,
      ""X-Requested-By"": ""Appsmith"",
    },
    followRedirect: true,
    body: {
      username: uname,
      password: pword,
    },
    timeout: 60000,
  })",false,,,
nrwl/nx-examples,833f19f94edceabd0b95df4423321b39,Cypress,24,getPage,getPage(),page_object,page_object_method,page_object_library,callee_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,getPage(),false,,,
cloudtogo/pageplug,875e7b3cdf72667faf2beb82d2df997b,Cypress,923,cy.get,cy.get(welcomePage.lastName),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.lastName),false,,,
cloudtogo/pageplug,7ffebf4cce8bf5e5801170d52611d7dd,Cypress,930,cy.get,cy.get(welcomePage.continueButton),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.continueButton),false,,,
payloadcms/payload,3d3c4fa4e8617168030284a3c0b53c7a,Playwright,228,page.locator,page.locator('.form-submit .popup__trigger-wrap > .popup-button'),framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator('.form-submit .popup__trigger-wrap > .popup-button'),false,,,
deltachat/deltachat-desktop,9c9f09619b1d9966f05159bbe8f55bad,Playwright,536,page.locator,page.locator('#newgroup button'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator('#newgroup button'),false,,,
mattermost/mattermost,956ee3b18a6d446188abef4832a1a418,Cypress,350,getAdminAccount,getAdminAccount(),cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,getAdminAccount(),false,,,
OpenRailAssociation/osrd,f75e72ec170545ccf362c93a94fab9d1,Playwright,147,test.step,"test.step('Select itinerary and verify distance', async () => {
        await operationalStudiesPage.openRouteTab();
        await routeTab.performPathfindingByTrigram({
          originTrigram: 'WS',
          destinationTrigram: 'NES',
        });
        await operationalStudiesPage.checkPathfindingDistance('46.050 km');
      })",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step('Select itinerary and verify distance', async () => {
        await operationalStudiesPage.openRouteTab();
        await routeTab.performPathfindingByTrigram({
          originTrigram: 'WS',
          destinationTrigram: 'NES',
        });
        await operationalStudiesPage.checkPathfindingDistance('46.050 km');
      })",false,,,
marmelab/react-admin,04552154476c665dff41c1db3c43df55,Cypress,15,CreatePage.waitUntilVisible,CreatePage.waitUntilVisible(),page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,CreatePage.waitUntilVisible(),false,,,
appsmithorg/appsmith,663f27ab650e7ecd9f791aa9e7d80a4e,Cypress,104,AppSidebar.navigate,AppSidebar.navigate(AppSidebarButton.Libraries),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,AppSidebar.navigate(AppSidebarButton.Libraries),false,,,
appsmithorg/appsmith,db4b86d40b30505ca623d05393c0910f,Cypress,63,locators._widgetInDeployed,locators._widgetInDeployed(draggableWidgets.BUTTON),domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,locators._widgetInDeployed(draggableWidgets.BUTTON),false,,,
mattermost/mattermost,90638f30e87a7bf7bddcf96b276146b4,Cypress,116,sysadminSetup,sysadminSetup(response.user),domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,sysadminSetup(response.user),false,,,
eigenpal/docx-editor,6b711c9767ccecb0058b97a83710b0be,Playwright,429,page.evaluate,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",false,,,
seerr-team/seerr,b550b8782906ce9f5678b96ea86a67aa,Cypress,29,cy.login,"cy.login(Cypress.env('ADMIN_EMAIL'), Cypress.env('ADMIN_PASSWORD'))",hook_setup_flow,custom_command_body,framework_extension,ast_cypress_session_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.login(Cypress.env('ADMIN_EMAIL'), Cypress.env('ADMIN_PASSWORD'))",false,,,
cloudtogo/pageplug,51367f0056471a1fda1d6c68b764993a,Cypress,957,expect(interception.request.body).contains,"expect(interception.request.body).contains(
        ""allowCollectingAnonymousData=true"",
      )",cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"expect(interception.request.body).contains(
        ""allowCollectingAnonymousData=true"",
      )",false,,,
KittyCAD/modeling-app,b291cccbd4b9a818d62958071a90db45,Playwright,3277,test.step,"test.step('Edit parameters', async () => {
        await test.step('Edit tolerance', async () => {
          await cmdBar.expectState({
            stage: 'arguments',
            commandName: 'GDT Flatness',
            currentArgKey: 'tolerance',
            currentArgValue: '0.1mm',
            headerArguments: {
              Tolerance: '0.1mm',
              Precision: '5',
        ...",playwright_test_step,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"test.step('Edit parameters', async () => {
        await test.step('Edit tolerance', async () => {
          await cmdBar.expectState({
            stage: 'arguments',
            commandName: 'GDT Flatness',
            currentArgKey: 'tolerance',
            currentArgValue: '0.1mm',
            headerArguments: {
              Tolerance: '0.1mm',
              Precision: '5',
        ...",false,,,
mattermost/mattermost,b1ffaee43e7332a0ef8abeda4f5c72c6,Cypress,165,cy.clickPostCommentIcon,cy.clickPostCommentIcon(),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.clickPostCommentIcon(),false,,,
mattermost/mattermost,9637cfd207a31f9e11c179a128702a5a,Cypress,135,cy.apiLogin,cy.apiLogin(testUser),hook_setup_flow,custom_command_body,unknown,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.apiLogin(testUser),false,,,
cloudtogo/pageplug,75e334034fcb80061b44b3a54c5dbc06,Cypress,52,_.table.DownloadFromTable,"_.table.DownloadFromTable(""Download as Excel"")",domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"_.table.DownloadFromTable(""Download as Excel"")",false,,,
apache/superset,d82b537e44feb1bae37032b9a675708b,Cypress,88,cy.createSampleDashboards,cy.createSampleDashboards([0]),hook_setup_flow,custom_command_body,framework_extension,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.createSampleDashboards([0]),false,,,
webiny/webiny-js,187c0345c7a4a2d188978ba201ac5591,Cypress,87,cy.login,"cy.login({ username: user.email, password })",domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.login({ username: user.email, password })",false,,,
payloadcms/payload,c01cd2daa30d2eacfeb538a9647103bb,Playwright,2107,user2Page.locator,user2Page.locator('.payload__modal-container'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('.payload__modal-container'),false,,,
neo4j/neo4j-browser,d8b2d80d4ee3e596c238ed234d677b4c,Cypress,0,executeCommand,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
mattermost/mattermost,4345814f6205808f46896785eaca641f,Cypress,39,cy.apiCreateChannel,"cy.apiCreateChannel(team.id, channelPrefix.name, channelPrefix.displayName)",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiCreateChannel(team.id, channelPrefix.name, channelPrefix.displayName)",false,,,
UI5/webcomponents,92d08705bb9ca3e0ef2996d972a546b9,Cypress,0,shadow,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
mattermost/mattermost,858c6efe4daab333eb2030d8fab1071a,Cypress,230,teams.find,teams.find((team) => team.name === DEFAULT_TEAM.name),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,teams.find((team) => team.name === DEFAULT_TEAM.name),false,,,
mattermost/mattermost,e5c260c3d1e4e317a5e932eee2072b3b,Cypress,101,cy.findByRole,"cy.findByRole('combobox', {name: 'Search for people'})",domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.findByRole('combobox', {name: 'Search for people'})",false,,,
mattermost/mattermost,00bbe4c02b1cba20e6bc2a7e05b4759e,Cypress,137,cy.externalRequest,"cy.externalRequest({user: admin, method: 'DELETE', path: `posts/${postId}`})",hook_setup_flow,custom_command_body,framework_extension,ast_cypress_data_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.externalRequest({user: admin, method: 'DELETE', path: `posts/${postId}`})",false,,,
mattermost/mattermost,ddbbd0a518a543231ddfa0c4df32602a,Cypress,435,cy.apiSaveOnboardingTaskListPreference,"cy.apiSaveOnboardingTaskListPreference(createdUser.id, 'onboarding_task_list_open', 'false')",domain_helper,custom_command_body,file_local_helper,regex_fallback,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.apiSaveOnboardingTaskListPreference(createdUser.id, 'onboarding_task_list_open', 'false')",false,,,
appsmithorg/appsmith,4904792a850130d88449e574eb72d4ab,Cypress,429,PageLeftPane.switchSegment,PageLeftPane.switchSegment(PagePaneSegment.UI),page_object,page_object_method,page_object_library,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,PageLeftPane.switchSegment(PagePaneSegment.UI),false,,,
Adamant-im/adamant-im,194afeff60fd953c7364317bb16215c4,Playwright,29,page.locator,page.locator('.passphrase-generator__box'),domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator('.passphrase-generator__box'),false,,,
sanity-io/sanity,0426e1f222186000c61ebe9f7f6c4b9d,Playwright,298,_testContext.getUniqueDocumentId,_testContext.getUniqueDocumentId(),playwright_fixture,fixture_callback,playwright_fixture_scope,ast_playwright_fixture_param,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,_testContext.getUniqueDocumentId(),false,,,
cloudtogo/pageplug,b69d3a3b3310ec5138886b2ced33e4d2,Cypress,270,cy.openPropertyPane,cy.openPropertyPane(widgetName),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.openPropertyPane(widgetName),false,,,
sanity-io/sanity,fa6a4ce211bd1850d6d79d1dbd479adf,Playwright,107,_testContext.getUniqueDocumentId,_testContext.getUniqueDocumentId(),playwright_fixture,fixture_callback,playwright_fixture_scope,ast_playwright_fixture_param,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,_testContext.getUniqueDocumentId(),false,,,
mattermost/mattermost,97aa2d7ce78a2d51a679932649cd813e,Cypress,461,cy.clickPostCommentIcon,cy.clickPostCommentIcon(webhookMessageId),domain_helper,helper_expanded,file_local_helper,ast_no_cypress_setup_or_ui_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.clickPostCommentIcon(webhookMessageId),false,,,
mempool/mempool,87ede9337aeac44bdea3cdac760eadf7,Cypress,62,cy.waitForSkeletonGone,cy.waitForSkeletonGone(),domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.waitForSkeletonGone(),false,,,
midas-research/audino,f72e76e180c980800af3a1fddccc19df,Cypress,770,cy.get('.ant-input-number-input').clear,cy.get('.ant-input-number-input').clear(),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('.ant-input-number-input').clear(),false,,,
mattermost/mattermost,4f49e784dcae7c26d9e374fa4ecdaa03,Cypress,32,cy.getLastPost,cy.getLastPost(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.getLastPost(),false,,,
mattermost/mattermost,db4e6361f45c409866a9dce711b643d7,Cypress,17,cy.get,cy.get('#input_password-input'),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('#input_password-input'),false,,,
neo4j/neo4j-browser,889f62831b5c500094b86bc835461abf,Cypress,0,first,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
midas-research/audino,4f8325894adf707320a723fd542ea2a9,Cypress,0,greaterThan,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
appsmithorg/appsmith,e151665c60381d4045efa08054114dcc,Cypress,53,cy.updateCodeInput,"cy.updateCodeInput("".t--property-control-text"", input)",domain_helper,helper_expanded,file_local_helper,ast_cypress_custom_call_only,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.updateCodeInput("".t--property-control-text"", input)",false,,,
element-hq/element-web,869051be17f7d5ea98a1b7a9b71eae7b,Playwright,175,targetUser.leave,targetUser.leave(room.roomId),playwright_fixture,fixture_callback,playwright_fixture_scope,ast_playwright_fixture_param,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,targetUser.leave(room.roomId),false,,,
payloadcms/payload,650b11e56a9760e32fbc5269ad261e69,Playwright,279,page.locator,page.locator('.popup__content'),framework_page_instance,hook_attached,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator('.popup__content'),false,,,
UI5/webcomponents,8b3a7f9d0f4cac211572b56e4515a87f,Cypress,0,eq,,unresolved_helper,unresolved,unknown,resolution_status,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,,false,,,
caplin/FlexLayout,97e75771dee7f8af0acf9f423fad1917,Playwright,659,findPath,"findPath(page, '/ts1/tabstrip')",domain_helper,direct_in_test,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"findPath(page, '/ts1/tabstrip')",false,,,
Gisto/Gisto,8d155715df1cbb63671ef2b548c20646,Playwright,17,page.goto,page.goto('/settings'),domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto('/settings'),false,,,
replayio/devtools,4d55e3a449ff60dc16ef83ee15356e89,Playwright,58,item.click,item.click(),domain_helper,helper_expanded,file_local_helper,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,item.click(),false,,,
appsmithorg/appsmith,8554c0f42f5bb535c36419fd791caf33,Cypress,970,cy.get,cy.get(welcomePage.submitButton),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.submitButton),false,,,
appsmithorg/appsmith,2303a7e4d368a9e47dac55c05a4bb0ed,Cypress,119,cy.get,"cy.get(""@workspaceName"")",cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get(""@workspaceName"")",false,,,
payloadcms/payload,74d3c1069a5cc9f3903c456ebe87c48e,Playwright,2041,user2Page.goto,user2Page.goto(globalUrl.global('global-with-versions')),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.goto(globalUrl.global('global-with-versions')),false,,,
cloudtogo/pageplug,366c351069544cada42e5c7e2584e0e0,Cypress,30,cy.openFieldConfiguration,"cy.openFieldConfiguration(""name"")",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.openFieldConfiguration(""name"")",false,,,
payloadcms/payload,aa776bee4ab2c09f2a95bf99122d206d,Playwright,1461,user2Page.goto,user2Page.goto(simpleUrl.edit(simpleDoc.id)),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.goto(simpleUrl.edit(simpleDoc.id)),false,,,
payloadcms/payload,7464094edec2de946d0430525bdc3ce8,Playwright,255,page.locator,page.locator(toastCloseSelector),framework_page_instance,helper_expanded,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.locator(toastCloseSelector),false,,,
mattermost/mattermost,c3841afa84b1ac271a51f09ac8f51956,Cypress,83,runDataRetentionAndVerifyPostDeleted,"runDataRetentionAndVerifyPostDeleted(testTeam, testChannel, postText)",domain_helper,helper_expanded,file_local_helper,ast_local_imported_helper,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"runDataRetentionAndVerifyPostDeleted(testTeam, testChannel, postText)",false,,,
appsmithorg/appsmith,7f1c92f04eb2e7e155e91c31a6510830,Cypress,959,cy.get,cy.get(welcomePage.firstName),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.firstName),false,,,
cloudtogo/pageplug,f8804a7fb5d52432579e4cf0e037cc25,Cypress,933,cy.get(welcomePage.password).type,"cy.get(welcomePage.password).type(Cypress.env(""PASSWORD""))",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_ui_action_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get(welcomePage.password).type(Cypress.env(""PASSWORD""))",false,,,
eigenpal/docx-editor,18200463eacfdfd64deff662916c3c32,Playwright,429,page.evaluate,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",page_object,page_object_method,page_object_library,source_kind,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.evaluate(() => {
    const contentArea =
      document.querySelector('.ProseMirror') ||
      document.querySelector('.docx-editor-pages') ||
      document.querySelector('.docx-ai-editor');
    return contentArea?.textContent || '';
  })",false,,,
cloudtogo/pageplug,fb6e54f95ae4fd736ae264cc42244835,Cypress,924,cy.get,cy.get(welcomePage.email),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.email),false,,,
mattermost/mattermost,cdad11f8a9c2cb301ea711d610d176ac,Cypress,39,cy.get,cy.get('div.post-list__dynamic'),domain_helper,helper_expanded,file_local_helper,ast_cypress_wait_chain,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get('div.post-list__dynamic'),false,,,
OHIF/Viewers,45a31fc14c06db68ca73c5de12867314,Playwright,21,page.goto,page.goto(`/${mode}/${datasources}?StudyInstanceUIDs=${studyInstanceUID}`),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto(`/${mode}/${datasources}?StudyInstanceUIDs=${studyInstanceUID}`),false,,,
mattermost/mattermost,73a39df41023161b6dde09ea67e40ae4,Cypress,43,cy.uiGetChannelHeaderButton,cy.uiGetChannelHeaderButton(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.uiGetChannelHeaderButton(),false,,,
mattermost/mattermost,99781f96eac04209dda4114687d56cfb,Cypress,419,generateRandomUser,"generateRandomUser(prefix, createAt)",domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"generateRandomUser(prefix, createAt)",false,,,
cloudtogo/pageplug,164e2f8510bbb1308557945565e636d3,Cypress,941,cy.get(welcomePage.useCaseGroupButton).eq,cy.get(welcomePage.useCaseGroupButton).eq(0),cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.useCaseGroupButton).eq(0),false,,,
mattermost/mattermost,9798481baef9bddb4a9fb2cf835fa051,Cypress,68,cy.uiGetProductMenuButton,cy.uiGetProductMenuButton(),domain_helper,helper_expanded,file_local_helper,ast_cypress_locator_query_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.uiGetProductMenuButton(),false,,,
appsmithorg/appsmith,9f16873bd57c47cd26e5eb0d10bce5d4,Cypress,956,cy.get,cy.get(welcomePage.verifyPassword),cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,cy.get(welcomePage.verifyPassword),false,,,
mattermost/mattermost,cf1e472d1f9d960b89204f65582ed8f4,Cypress,419,generateRandomUser,"generateRandomUser(prefix, createAt)",domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"generateRandomUser(prefix, createAt)",false,,,
mattermost/mattermost,b589523f87d72565698cc7bda24a49f9,Cypress,97,getAdminAccount,getAdminAccount(),cypress_custom_command,custom_command_body,framework_extension,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,getAdminAccount(),false,,,
payloadcms/payload,d82358b7e233c831810fbe6c36239254,Playwright,1905,user2Page.locator,user2Page.locator('#field-globalText'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-globalText'),false,,,
mattermost/mattermost,f61f7e3839f425612c10af2ac0163d81,Cypress,8,cy.get,"cy.get('.DataRetentionSettings .admin-console__header', {timeout: TIMEOUTS.TWO_MIN})",cypress_custom_command,custom_command_body,framework_extension,ast_cypress_custom_command_call,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"cy.get('.DataRetentionSettings .admin-console__header', {timeout: TIMEOUTS.TWO_MIN})",false,,,
SonicJs-Org/sonicjs,4a99e8cd04ac7f6ab91375112d697c51,Playwright,376,page.goto,page.goto('/admin'),domain_helper,hook_attached,file_local_helper,helper_depth,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,page.goto('/admin'),false,,,
linode/manager,04d60f330b324104513873a305cf3650,Cypress,31,mockGetAccount,mockGetAccount(cachedAccount),domain_helper,hook_attached,unknown,feature_type,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,mockGetAccount(cachedAccount),false,,,
payloadcms/payload,1bd7fde39e8015c0b3e7def4be12bae6,Playwright,329,page.locator,"page.locator('[data-form-ready=""false""]')",framework_page_instance,hook_attached,file_local_helper,ast_page_symbol_origin,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"page.locator('[data-form-ready=""false""]')",false,,,
payloadcms/payload,74d3c1069a5cc9f3903c456ebe87c48e,Playwright,2046,user2Page.locator,user2Page.locator('#field-text'),framework_page_instance,direct_in_test,unknown,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,user2Page.locator('#field-text'),false,,,
cloudtogo/pageplug,441d2e6cc0a41bc285704c12705846b7,Cypress,842,apiPage.SelectPaneTab,"apiPage.SelectPaneTab(""Pagination"")",page_object,page_object_method,page_object_library,ast_page_object_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"apiPage.SelectPaneTab(""Pagination"")",false,,,
mattermost/mattermost,f1ce7c84956f11d2fbe4714ab96faf91,Cypress,419,generateRandomUser,"generateRandomUser(prefix, createAt)",domain_helper,helper_expanded,file_local_helper,ast_helper_name_heuristic,correct,n/a,correct,n/a,Workflow abstraction/evidence is acceptable.,"generateRandomUser(prefix, createAt)",false,,,
