repo,test_id,framework,line,name,raw_code,ui_action_category,locator_present,raw_framework_api,normalized_strategy,locator_composition,robustness_signal,evidence_basis,selector_literal_kind,selector_channel,selector_value_origin,locator_strategy_inferred,locator_evidence_basis,locator_composition_evidence_basis,manual_locator_strategy_ok,manual_locator_strategy_should_be,manual_locator_composition_ok,manual_locator_composition_should_be,manual_selector_literal_kind_ok,manual_selector_literal_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
linode/manager,038004bc4ed8bedeb7f11975630f0301,Cypress,196,"ui.button
          .findByTitle","ui.button
          .findByTitle('Done')",locator_query,True,findByTitle,placeholder_or_alt_title,direct_chain,user_facing_accessibility_signal,ast_call_chain,title,title,inline_literal,placeholder_or_alt_title,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.button
          .findByTitle('Done')",false,,,
linode/manager,e25627593369d81e13bf7a5fe1d09550,Cypress,209,cy.findByPlaceholderText,cy.findByPlaceholderText('Select a Dashboard'),locator_query,True,cy.findByPlaceholderText,placeholder_or_alt_title,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,placeholder,placeholder,inline_literal,placeholder_or_alt_title,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByPlaceholderText('Select a Dashboard'),false,,,
element-hq/element-web,b9578014212da56d881eee1c4160e018,Playwright,90,page.getByRole,"page.getByRole(""toolbar"", { name: ""Message Actions"" })",locator_query,True,page.getByRole,role_or_accessibility,unknown,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole(""toolbar"", { name: ""Message Actions"" })",false,,,
swimlane/ngx-ui,6104c19dc625b8b19e4da2eaa6fcd579,Cypress,296,cy.get,cy.get('[data-cy=templates]'),locator_query,True,cy.get,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('[data-cy=templates]'),false,,,
FuelLabs/fuels-wallet,a358cde8f26dc83cfc940f0fab54532d,Playwright,230,"getByAriaLabel(
      page,
      `Account Actions ${data.accounts[0].name}`
    ).click","getByAriaLabel(
      page,
      `Account Actions ${data.accounts[0].name}`
    ).click()",click,True,getByAriaLabel,unknown,parameterized_locator,opaque_or_unresolved_signal,unresolved,variable,variable,variable,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"getByAriaLabel(
      page,
      `Account Actions ${data.accounts[0].name}`
    ).click()",false,,,
taiga-family/maskito,1d464dbb15538e9aedf23cba2d1b0633,Cypress,5,"cy.get('#demo-content input')
        .should('be.visible')
        .first()
        .focus()
        .clear","cy.get('#demo-content input')
        .should('be.visible')
        .first()
        .focus()
        .clear()",text_input,True,cy.get,custom_locator_helper,helper_mediated,opaque_or_unresolved_signal,source_metadata,id,id,inline_literal,custom_locator_helper,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('#demo-content input')
        .should('be.visible')
        .first()
        .focus()
        .clear()",false,,,
sanity-io/sanity,e1705777e4c3cb63dcf26553f6537b9a,Playwright,20,page.getByTestId,page.getByTestId('document-panel-document-title'),locator_query,True,page.getByTestId,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('document-panel-document-title'),false,,,
appsmithorg/appsmith,82c8c29bd1669a46f43f953783cbb2d3,Cypress,91,cy.xpath,cy.xpath(this.locator._contextMenuItem(action)),locator_query,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,ast_call_chain,xpath,xpath,call_expression,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.xpath(this.locator._contextMenuItem(action)),false,,,
element-hq/element-web,0a97d5c9a01e87edeb5ff526fcbdbe21,Playwright,98,page.getByText,"page.getByText(""Show image"")",locator_query,True,page.getByText,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByText(""Show image"")",false,,,
appsmithorg/appsmith,eab50bd1f3779c017b4874b44393fb38,Cypress,469,cy.xpath,"cy.xpath(locators._buttonByText(""Submit"") + ""/parent::div"")",locator_query,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,computed,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(locators._buttonByText(""Submit"") + ""/parent::div"")",false,,,
UI5/webcomponents,2fe720d4b8f6eeed0a1a21b33cf677c7,Cypress,2093,"cy.get<Calendar>(""#cal"")
				.shadow()
				.find("".ui5-cal-overlay-container"")
				.find(""[id$='-MP']"")
				.shadow()
				.find(""[data-sap-timestamp]"")
				.first()
				.realClick","cy.get<Calendar>(""#cal"")
				.shadow()
				.find("".ui5-cal-overlay-container"")
				.find(""[id$='-MP']"")
				.shadow()
				.find(""[data-sap-timestamp]"")
				.first()
				.realClick()",locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,id,id,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get<Calendar>(""#cal"")
				.shadow()
				.find("".ui5-cal-overlay-container"")
				.find(""[id$='-MP']"")
				.shadow()
				.find(""[data-sap-timestamp]"")
				.first()
				.realClick()",false,,,
linode/manager,7c1e5cad94e66bdbeecf943c3894649c,Cypress,210,cy.findByLabelText,cy.findByLabelText('List of StackScripts'),locator_query,True,cy.findByLabelText,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByLabelText('List of StackScripts'),false,,,
midas-research/audino,0745a593a5a8a4f2f07dd636cf671fdf,Cypress,250,cy.contains,"cy.contains('button', 'Delete')",locator_query,True,cy.contains,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains('button', 'Delete')",false,,,
cypress-io/cypress-realworld-app,62ca8aaa2fdb558d7d313df78bde6faf,Cypress,369,cy.getBySelLike(feed.tab).click,cy.getBySelLike(feed.tab).click(),click,True,cy.getBySelLike,unknown,parameterized_locator,opaque_or_unresolved_signal,unresolved,variable,variable,member_path,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.getBySelLike(feed.tab).click(),false,,,
appsmithorg/appsmith,f82deebe125ecfd62745e2fa1324f3a7,Cypress,69,cy.xpath,cy.xpath(widgetsPage.leftAlign),click,True,cy.xpath,xpath_selector,positional_refinement,positional_or_structural_signal,ast_call_chain,xpath,xpath,member_path,xpath_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.xpath(widgetsPage.leftAlign),false,,,
apache/superset,6e61699fff77697420ad345089e334af,Playwright,308,sqlLabPage.createChartButton.click,sqlLabPage.createChartButton.click(),click,True,Page.createChartButton.click,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,sqlLabPage.createChartButton.click(),false,,,
linode/manager,1a1ed1eefc7e4faf1a6c9f0ed63f4e02,Cypress,257,cy.findByText,cy.findByText(mockSubnet.label),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,member_path,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText(mockSubnet.label),false,,,
linode/manager,ea692812818a45028fc9795507db29eb,Cypress,348,"ui.drawer
      .findByTitle","ui.drawer
      .findByTitle('Edit Access Key')",locator_query,True,findByTitle,placeholder_or_alt_title,unknown,user_facing_accessibility_signal,regex_fallback,title,title,inline_literal,placeholder_or_alt_title,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.drawer
      .findByTitle('Edit Access Key')",false,,,
OHIF/Viewers,3ef125ee4d18126db653164184d11d95,Playwright,148,rightPanelPageObject.measurementsPanel.panel.nthMeasurement(0).click,rightPanelPageObject.measurementsPanel.panel.nthMeasurement(0).click(),click,True,t.measurementsPanel.panel.nthMeasurement,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,rightPanelPageObject.measurementsPanel.panel.nthMeasurement(0).click(),false,,,
ueberdosis/tiptap,7bb9ad3bda56037715a1e1e08979b0ca,Cypress,9,cy.get('button').contains,cy.get('button').contains('Insert table'),locator_query,True,cy.get,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,inline_literal,css_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('button').contains('Insert table'),false,,,
ohcnetwork/care_fe,fe23337c024e34e1ffe6209da10aaa14,Playwright,79,page.getByLabel,"page.getByLabel(""Suggestions"")",locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByLabel(""Suggestions"")",false,,,
FuelLabs/fuels-wallet,a358cde8f26dc83cfc940f0fab54532d,Playwright,234,"getByAriaLabel(page, `Export ${data.accounts[0].name}`).click","getByAriaLabel(page, `Export ${data.accounts[0].name}`).click()",click,True,getByAriaLabel,unknown,parameterized_locator,opaque_or_unresolved_signal,unresolved,variable,variable,variable,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"getByAriaLabel(page, `Export ${data.accounts[0].name}`).click()",false,,,
spartan-ng/spartan,8eace2d158b6c852ac8e16e23b8a88db,Cypress,19,cy.findByLabelText,cy.findByLabelText(/loading \(not started\)/i),locator_query,True,cy.findByLabelText,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,computed,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByLabelText(/loading \(not started\)/i),false,,,
mattermost/mattermost,97844f34260e4114a931441988224e00,Cypress,46,"cy.findByLabelText('Search for an emoji').
            should('be.visible').
            and('have.focus').
            type","cy.findByLabelText('Search for an emoji').
            should('be.visible').
            and('have.focus').
            type('si')",text_input,True,cy.findByLabelText,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.findByLabelText('Search for an emoji').
            should('be.visible').
            and('have.focus').
            type('si')",false,,,
cloudtogo/pageplug,90cc3bb1b9c5bbe560bde9de90205f6c,Cypress,258,"cy.xpath(applyTheme(""Featured themes"", ""Sunrise""))
      .click","cy.xpath(applyTheme(""Featured themes"", ""Sunrise""))
      .click({ force: true })",click,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,regex_fallback,xpath,xpath,computed,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(applyTheme(""Featured themes"", ""Sunrise""))
      .click({ force: true })",false,,,
linode/manager,429607a35ae95070458c8423a62cf178,Cypress,167,"ui.button
          .findByTitle","ui.button
          .findByTitle('View Scopes')",locator_query,True,findByTitle,placeholder_or_alt_title,direct_chain,user_facing_accessibility_signal,ast_call_chain,title,title,inline_literal,placeholder_or_alt_title,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.button
          .findByTitle('View Scopes')",false,,,
refactoringhq/tolaria,57614f4310a27a7385ad89afc52e2735,Playwright,30,page.locator,page.locator('text=Links'),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,readable_text_signal,regex_fallback,text,text,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator('text=Links'),false,,,
linode/manager,ca14c93f334a087d3923d24429b3107e,Cypress,269,cy.findByLabelText,cy.findByLabelText('Linode'),locator_query,True,cy.findByLabelText,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByLabelText('Linode'),false,,,
cloudtogo/pageplug,c52d469eb6f173f7108ba7ee0e6d0954,Cypress,75,"cy.xpath(
        ""//div[@class='tableWrap']//div[@class='thead']//div[@class='tr'][1]//div[@role='columnheader']//span[text()='id']"",
      )
        .click","cy.xpath(
        ""//div[@class='tableWrap']//div[@class='thead']//div[@class='tr'][1]//div[@role='columnheader']//span[text()='id']"",
      )
        .click()",click,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(
        ""//div[@class='tableWrap']//div[@class='thead']//div[@class='tr'][1]//div[@role='columnheader']//span[text()='id']"",
      )
        .click()",false,,,
tldraw/tldraw,721535a562a1dd21e31fd8551c09fa6a,Playwright,63,page.getByTestId,page.getByTestId('context-menu'),locator_query,True,page.getByTestId,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('context-menu'),false,,,
